Processing Method,Classifier,Dataset,Overall accuracy,Sensitivity,Specificity,Average accuracy per fold,Patients correct ratio,Channels,Hyperparameters,Notes,Details
HFD,Linear SVM,PP/PNP-all_limbs,0.5651595744680851,0.5123183828174352,0.623859649122807,0.5667910166185034,0.5789473684210527,"['F8', 'F7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5196143617021277,0.46999368288060644,0.5747368421052632,0.5224275236758756,0.543859649122807,"['F8', 'Pz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5066489361702128,0.4459886291850916,0.5740350877192982,0.5039355989154575,0.49122807017543857,"['F8', 'P1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5621675531914894,0.4662034112444725,0.6687719298245614,0.5693609178684212,0.5614035087719298,"['F8', 'P2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5728058510638298,0.5559065066329754,0.5915789473684211,0.5758542117895961,0.6140350877192983,"['F8', 'P3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5043218085106383,0.5085281111813014,0.49964912280701756,0.5100784932977244,0.543859649122807,"['F8', 'P4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5126329787234043,0.42893240682248895,0.6056140350877193,0.5182263271721274,0.5263157894736842,"['F8', 'P5']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5452127659574468,0.4921036007580543,0.6042105263157894,0.5488643800167821,0.5964912280701754,"['F8', 'P6']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.47174202127659576,0.3815540113708149,0.5719298245614035,0.4782095385630156,0.42105263157894735,"['F8', 'P7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.42353723404255317,0.45230574857864814,0.391578947368421,0.4290517200885707,0.3508771929824561,"['F8', 'P8']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5355718085106383,0.40998104864181933,0.6750877192982456,0.530542929263061,0.5087719298245614,"['F8', 'AFz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5329122340425532,0.48641819330385344,0.584561403508772,0.5340013736476513,0.5614035087719298,"['F8', 'AF3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5236037234042553,0.43588123815540114,0.6210526315789474,0.5306812513531636,0.5263157894736842,"['F8', 'AF4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5455452127659575,0.4586228679722047,0.6421052631578947,0.5469673822146374,0.6140350877192983,"['F8', 'AF7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5222739361702128,0.45230574857864814,0.6,0.5346480777299284,0.543859649122807,"['F8', 'AF8']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4454787234042553,0.38344914718888184,0.5143859649122807,0.4436161931849464,0.42105263157894735,"['F8', 'Fp1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4797207446808511,0.37965887555274797,0.5908771929824561,0.4790963379508338,0.47368421052631576,"['F8', 'FP2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.40691489361702127,0.3746051800379027,0.44280701754385965,0.4135266882126367,0.40350877192982454,"['F8', 'POz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5232712765957447,0.3663929248262792,0.6975438596491228,0.5250288520121031,0.543859649122807,"['F8', 'PO3']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5182845744680851,0.5540113708149084,0.4785964912280702,0.5319801252130566,0.543859649122807,"['F8', 'PO4']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.40625,0.36828806064434616,0.44842105263157894,0.4084000946148368,0.3508771929824561,"['F8', 'PO7']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4747340425531915,0.5281111813013266,0.41543859649122805,0.47187090198910653,0.45614035087719296,"['F8', 'PO8']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.535904255319149,0.5180037902716361,0.5557894736842105,0.5417862348014093,0.5263157894736842,"['F8', 'Oz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.47706117021276595,0.37523689197725835,0.5901754385964912,0.4814232810526609,0.47368421052631576,"['F8', 'O1']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4953457446808511,0.41124447252053065,0.5887719298245614,0.4989762988527166,0.5087719298245614,"['F8', 'O2']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4591090425531915,0.3651295009475679,0.5635087719298245,0.4524820838426357,0.40350877192982454,"['F8', 'Iz']",0.1,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.4787234042553192,0.6475047378395452,0.2912280701754386,0.4724384338593076,0.45614035087719296,['Cz'],0.125,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
HFD,Linear SVM,PP/PNP-all_limbs,0.5362367021276596,0.6493998736576121,0.4105263157894737,0.5386086555200624,0.5263157894736842,['C1'],0.125,"{""window start"": 0, ""window size"": 2, ""k"": 7}",
